,Date,Route,SailingTime,Vessel,ScheduledDeparture,ActualDeparture,ETA(Arrival.Time),Status,24HourDeparture,Traffic,WindSpeed_kph,Delay,Temperature
1062,1178,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:24 AM,9:07 AM,On Time,825,2,1,-1,13
1063,1179,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:35 AM,11:19 AM,Traffic delays,1025,1,3,10,16
1064,1180,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:59 PM,1:39 PM,Traffic delays,1235,1,2,24,17
1065,1181,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,3:08 PM,3:49 PM,Traffic delays,1445,2,4,23,19
1066,1182,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Coquitlam,3:15 PM,3:40 PM,4:27 PM,Traffic delays,1515,1,3,25,19
1067,1183,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:13 PM,5:53 PM,Traffic delays,1650,2,1,23,20
1068,1184,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,7:14 PM,7:59 PM,Traffic delays,1850,3,0,24,18
1069,1185,2016-09-09,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,9:21 PM,10:01 PM,Traffic delays,2045,1,3,36,15
1070,1186,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,7:00 AM,7:07 AM,8:37 AM,On Time,700,1,4,7,16
1072,1188,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:04 AM,10:39 AM,On Time,900,2,2,4,17
1073,1189,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,10:00 AM,10:03 AM,11:35 AM,On Time,1000,1,2,3,18
1074,1190,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,11:00 AM,11:10 AM,12:33 PM,Traffic delays,1100,1,3,10,18
1075,1191,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:11 PM,2:43 PM,Operational delay,1300,1,2,11,18
1076,1192,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:11 PM,...,Operational delay,1400,1,2,11,18
1077,1193,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,3:00 PM,3:02 PM,4:29 PM,On Time,1500,1,2,2,18
1078,1194,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:11 PM,6:39 PM,Traffic delays,1700,1,2,11,16
1079,1195,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,7:00 PM,7:10 PM,8:35 PM,Traffic delays,1900,1,1,10,15
1080,1196,2016-09-10,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:23 PM,10:53 PM,Traffic delays,2100,1,1,23,14
1081,1197,2016-09-10,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,8:35 AM,8:36 AM,...,On Time,835,1,2,1,16
1082,1198,2016-09-10,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,12:15 PM,12:14 PM,1:35 PM,On Time,1215,1,3,-1,18
1083,1199,2016-09-10,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,8:45 PM,9:16 PM,ETA: 11:31 PM,Operational delay,2045,2,1,31,14
1084,1200,2016-09-10,Tsawwassen to Duke Point,2 hours,Queen of Alberni,5:15 AM,5:16 AM,7:19 AM,On Time,515,1,4,1,15
1085,1201,2016-09-10,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,7:45 AM,9:45 AM,11:31 AM,Mechanical difficulties with vessel,745,1,4,120,16
1086,1202,2016-09-10,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:23 AM,12:17 PM,On Time,1015,1,2,8,18
1087,1203,2016-09-10,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,2:17 PM,5:13 PM,Mechanical difficulties with vessel,1245,1,3,92,18
1088,1204,2016-09-10,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:15 PM,5:57 PM,On Time,1515,1,2,0,18
1089,1205,2016-09-10,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,8:04 PM,10:01 PM,Operational delay,1745,1,2,139,16
1090,1206,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 AM,7:00 AM,7:35 AM,On Time,700,1,4,0,16
1091,1207,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,8:30 AM,8:38 AM,9:13 AM,On Time,830,1,2,8,16
1092,1208,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,10:00 AM,10:21 AM,10:55 AM,Traffic delays,1000,1,2,21,18
1093,1209,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:30 AM,12:10 PM,12:43 PM,Traffic delays,1130,1,3,40,18
1094,1210,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:10 PM,1:50 PM,2:23 PM,Traffic delays,1310,1,2,40,18
1095,1211,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,3:21 PM,3:55 PM,Traffic delays,1500,1,2,21,18
1096,1212,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,5:00 PM,5:35 PM,Traffic delays,1700,1,2,0,16
1097,1213,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,7:06 PM,7:41 PM,On Time,1900,1,1,6,15
1098,1214,2016-09-10,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:57 PM,9:33 PM,On Time,2100,1,1,-3,14
1099,1215,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:40 AM,5:39 AM,...,On Time,540,1,4,-1,15
1100,1216,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,5:50 AM,5:48 AM,...,On Time,550,1,4,-2,15
1101,1217,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,8:15 AM,8:15 AM,...,On Time,815,1,2,0,16
1102,1218,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,9:35 AM,9:38 AM,...,On Time,935,1,2,3,17
1103,1219,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:30 PM,2:35 PM,...,On Time,1430,1,2,5,18
1104,1220,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,4:00 PM,3:59 PM,...,On Time,1600,1,2,-1,18
1105,1221,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:35 PM,6:36 PM,...,On Time,1835,1,0,1,15
1106,1222,2016-09-10,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:10 PM,7:08 PM,...,On Time,1910,2,1,-2,15
1107,1223,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:01 AM,8:31 AM,On Time,700,1,4,1,16
1108,1224,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:02 AM,9:31 AM,On Time,800,1,2,2,16
1109,1225,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,9:00 AM,9:07 AM,10:35 AM,On Time,900,2,2,7,17
1110,1226,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:14 AM,12:41 PM,Stalled vehicle on car deck,1100,1,3,14,18
1111,1227,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:09 PM,1:37 PM,On Time,1200,1,3,9,18
1112,1228,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,1:00 PM,1:05 PM,2:31 PM,On Time,1300,1,2,5,18
1113,1229,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:09 PM,4:41 PM,Traffic delays,1500,1,2,9,18
1114,1230,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,5:00 PM,5:02 PM,6:39 PM,On Time,1700,1,2,2,16
1115,1231,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:25 PM,8:57 PM,Traffic delays,1900,1,1,25,15
1116,1232,2016-09-10,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,9:00 PM,9:05 PM,10:29 PM,On Time,2100,1,1,5,14
1117,1233,2016-09-10,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,5:15 AM,5:17 AM,7:23 AM,On Time,515,1,4,2,15
1118,1234,2016-09-10,Duke Point to Tsawwassen,2 hours,Queen of Alberni,7:45 AM,7:44 AM,9:59 AM,On Time,745,1,4,-1,16
1119,1235,2016-09-10,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,11:56 AM,1:47 PM,Mechanical difficulties with vessel,1015,1,2,101,18
1120,1236,2016-09-10,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:46 PM,2:47 PM,On Time,1245,1,3,1,18
1121,1237,2016-09-10,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,5:47 PM,7:33 PM,Mechanical difficulties with vessel,1515,1,2,152,18
1122,1238,2016-09-10,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,6:16 PM,8:17 PM,Operational delay,1745,1,2,31,16
1123,1239,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,6:20 AM,6:20 AM,8:02 AM,On Time,620,1,2,0,15
1124,1240,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,8:30 AM,8:31 AM,10:17 AM,On Time,830,1,2,1,16
1125,1241,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,10:40 AM,10:42 AM,12:23 PM,On Time,1040,1,2,2,18
1126,1242,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,12:50 PM,1:02 PM,2:47 PM,Traffic delays,1250,1,3,12,18
1127,1243,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,3:10 PM,3:10 PM,4:49 PM,On Time,1510,1,2,0,18
1128,1244,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,5:20 PM,5:33 PM,7:15 PM,Traffic delays,1720,2,2,13,16
1129,1245,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,7:30 PM,7:33 PM,9:15 PM,On Time,1930,2,1,3,15
1130,1246,2016-09-10,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Oak Bay,9:30 PM,9:38 PM,11:21 PM,On Time,2130,1,1,8,14
1131,1247,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:00 AM,6:00 AM,6:21 AM,On Time,600,1,2,0,15
1132,1248,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:00 AM,7:59 AM,8:21 AM,On Time,800,1,2,-1,16
1133,1249,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:05 AM,9:05 AM,9:25 AM,On Time,905,1,2,0,17
1134,1250,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,10:05 AM,10:05 AM,10:27 AM,On Time,1005,1,2,0,18
1135,1251,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,11:05 AM,11:07 AM,11:27 AM,On Time,1105,1,3,2,18
1136,1252,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,12:10 PM,12:17 PM,...,On Time,1210,1,3,7,18
1137,1253,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,2:35 PM,2:35 PM,2:55 PM,On Time,1435,1,2,0,18
1138,1254,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,3:45 PM,3:45 PM,4:05 PM,On Time,1545,1,2,0,18
1139,1255,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,4:45 PM,4:45 PM,5:07 PM,On Time,1645,1,2,0,18
1140,1256,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,5:50 PM,5:50 PM,6:09 PM,On Time,1750,1,2,0,16
1141,1257,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,6:50 PM,6:50 PM,7:11 PM,On Time,1850,2,0,0,15
1142,1258,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,8:40 PM,8:42 PM,9:01 PM,On Time,2040,2,1,2,14
1143,1259,2016-09-10,Horseshoe Bay to Snug Cove (Bowen Is.),20 minutes,Queen of Capilano,9:40 PM,9:41 PM,10:01 PM,On Time,2140,2,1,1,14
1144,1260,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,6:20 AM,6:22 AM,8:02 AM,On Time,620,1,2,2,15
1145,1261,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,8:30 AM,8:30 AM,10:12 AM,On Time,830,1,2,0,16
1146,1262,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,10:40 AM,10:46 AM,...,On Time,1040,1,2,6,18
1147,1263,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,12:50 PM,12:52 PM,2:33 PM,On Time,1250,1,3,2,18
1148,1264,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,3:10 PM,3:22 PM,5:01 PM,Traffic delays,1510,1,2,12,18
1149,1265,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,5:20 PM,5:20 PM,7:03 PM,On Time,1720,2,2,0,16
1150,1266,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Oak Bay,7:30 PM,7:39 PM,9:19 PM,On Time,1930,2,1,9,15
1151,1267,2016-09-10,Horseshoe Bay to Departure Bay,1 hour 40 minutes,Queen of Cowichan,9:30 PM,9:34 PM,11:15 PM,On Time,2130,1,1,4,14
1152,1268,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:20 AM,7:20 AM,8:03 AM,On Time,720,1,4,0,16
1153,1269,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:25 AM,9:34 AM,10:17 AM,On Time,925,1,2,9,17
1154,1270,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,11:30 AM,11:53 AM,12:35 PM,Traffic delays,1130,1,3,23,18
1155,1271,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,1:35 PM,2:00 PM,...,Traffic delays,1335,1,2,25,18
1156,1272,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,3:50 PM,4:02 PM,4:45 PM,Traffic delays,1550,1,2,12,18
1157,1273,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,5:50 PM,6:01 PM,6:40 PM,Traffic delays,1750,1,2,11,16
1158,1274,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,7:50 PM,7:53 PM,8:33 PM,Traffic delays,1950,1,1,3,15
1159,1275,2016-09-10,Horseshoe Bay to Langdale,40 minutes,Queen of Surrey,9:45 PM,9:47 PM,10:27 PM,On Time,2145,3,1,2,14
1160,1276,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:20 AM,6:19 AM,7:01 AM,On Time,620,1,2,-1,15
1161,1277,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:25 AM,8:27 AM,9:09 AM,On Time,825,2,2,2,16
1162,1278,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,10:25 AM,10:43 AM,11:25 AM,Traffic delays,1025,1,2,18,18
1163,1279,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,12:35 PM,12:56 PM,1:37 PM,Traffic delays,1235,1,3,21,18
1164,1280,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,2:45 PM,3:03 PM,3:43 PM,Traffic delays,1445,1,2,18,18
1165,1281,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,4:50 PM,5:03 PM,5:43 PM,Traffic delays,1650,1,2,13,18
1166,1282,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,6:50 PM,6:57 PM,7:37 PM,On Time,1850,2,0,7,15
1167,1283,2016-09-10,Langdale to Horseshoe Bay,40 minutes,Queen of Surrey,8:45 PM,8:50 PM,9:29 PM,On Time,2045,2,1,5,14
1168,1284,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,7:00 AM,7:05 AM,8:33 AM,On Time,700,1,2,5,11
1169,1285,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 AM,9:03 AM,10:35 AM,On Time,900,1,1,3,14
1170,1286,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,10:00 AM,10:04 AM,11:37 AM,On Time,1000,1,3,4,16
1171,1287,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,11:00 AM,11:04 AM,12:37 PM,On Time,1100,1,2,4,15
1172,1288,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,12:00 PM,12:05 PM,1:37 PM,On Time,1200,2,3,5,17
1173,1289,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,1:00 PM,1:02 PM,2:31 PM,On Time,1300,2,2,2,19
1174,1290,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,2:00 PM,2:14 PM,3:39 PM,Traffic delays,1400,1,3,14,20
1175,1291,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,3:00 PM,3:02 PM,4:33 PM,On Time,1500,1,3,2,20
1176,1292,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Queen of New Westminster,4:00 PM,4:03 PM,5:35 PM,On Time,1600,1,2,3,20
1177,1293,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,5:00 PM,5:03 PM,6:33 PM,On Time,1700,3,1,3,18
1178,1294,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,6:00 PM,6:10 PM,7:33 PM,Traffic delays,1800,1,1,10,16
1179,1295,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Renaissance,7:00 PM,7:02 PM,8:33 PM,On Time,1900,4,4,2,15
1180,1296,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Spirit of Vancouver Island,9:00 PM,9:02 PM,10:33 PM,On Time,2100,5,2,2,14
1181,1297,2016-09-11,Tsawwassen to Swartz Bay,1 hour 35 minutes,Coastal Celebration,10:00 PM,9:58 PM,11:23 PM,On Time,2200,5,2,-2,13
1182,1298,2016-09-11,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,11:10 AM,11:15 AM,...,On Time,1110,2,2,5,15
1183,1299,2016-09-11,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,6:40 PM,6:42 PM,...,On Time,1840,3,1,2,16
1184,1300,2016-09-11,Tsawwassen to Southern Gulf Islands,Variable,Queen of Nanaimo,9:35 PM,9:47 PM,11:13 PM,Traffic delays,2135,3,2,12,14
1185,1301,2016-09-11,Tsawwassen to Duke Point,2 hours,Queen of Alberni,10:15 AM,10:20 AM,12:21 PM,On Time,1015,1,3,5,16
1186,1302,2016-09-11,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,12:45 PM,12:57 PM,2:55 PM,Operational delay,1245,1,3,12,17
1187,1303,2016-09-11,Tsawwassen to Duke Point,2 hours,Queen of Alberni,3:15 PM,3:16 PM,5:19 PM,On Time,1515,1,3,1,20
1188,1304,2016-09-11,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,5:45 PM,5:48 PM,7:49 PM,On Time,1745,4,1,3,18
1189,1305,2016-09-11,Tsawwassen to Duke Point,2 hours,Queen of Alberni,8:15 PM,8:19 PM,10:19 PM,On Time,2015,3,1,4,14
1190,1306,2016-09-11,Tsawwassen to Duke Point,2 hours,Coastal Inspiration,10:45 PM,10:43 PM,ETA: 12:45 AM,On Time,2245,5,2,-2,13
1191,1307,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 AM,8:58 AM,9:33 AM,On Time,900,1,1,-2,14
1192,1308,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,11:00 AM,11:01 AM,11:35 AM,On Time,1100,1,2,1,15
1193,1309,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,1:00 PM,1:01 PM,1:35 PM,On Time,1300,2,2,1,19
1194,1310,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,3:00 PM,2:59 PM,3:37 PM,On Time,1500,1,3,-1,20
1195,1311,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,5:00 PM,4:58 PM,5:35 PM,On Time,1700,3,1,-2,18
1196,1312,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,7:00 PM,7:02 PM,7:40 PM,On Time,1900,4,4,2,15
1197,1313,2016-09-11,Swartz Bay to Fulford Harbour (Saltspring Is.),35 minutes,Skeena Queen,9:00 PM,8:57 PM,9:31 PM,On Time,2100,5,2,-3,14
1198,1314,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,6:00 AM,6:01 AM,...,On Time,600,1,3,1,10
1199,1315,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:25 AM,6:23 AM,...,On Time,625,1,3,-2,10
1200,1316,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,9:35 AM,9:41 AM,...,On Time,935,2,1,6,14
1201,1317,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,2:15 PM,2:13 PM,...,On Time,1415,1,3,-2,20
1202,1318,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,2:40 PM,2:43 PM,...,On Time,1440,1,3,3,20
1203,1319,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,5:25 PM,5:29 PM,6:14 PM,On Time,1725,2,1,4,18
1204,1320,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Queen of Cumberland,6:25 PM,6:35 PM,...,Traffic delays,1825,4,1,10,16
1205,1321,2016-09-11,Swartz Bay to Southern Gulf Islands,Variable,Mayne Queen,7:10 PM,7:08 PM,...,On Time,1910,3,4,-2,15
1206,1322,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 AM,7:00 AM,8:35 AM,On Time,700,1,2,0,11
1207,1323,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 AM,8:09 AM,9:37 AM,On Time,800,1,6,9,13
1208,1324,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,9:00 AM,9:03 AM,10:35 AM,On Time,900,1,1,3,14
1209,1325,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,11:00 AM,11:04 AM,12:33 PM,On Time,1100,1,2,4,15
1210,1326,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,12:00 PM,12:09 PM,1:37 PM,On Time,1200,2,3,9,17
1211,1327,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,1:00 PM,1:05 PM,2:31 PM,On Time,1300,2,2,5,19
1212,1328,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,2:00 PM,2:08 PM,3:37 PM,On Time,1400,1,3,8,20
1213,1329,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,3:00 PM,3:00 PM,4:31 PM,On Time,1500,1,3,0,20
1214,1330,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,4:00 PM,4:11 PM,5:39 PM,Traffic delays,1600,1,2,11,20
1215,1331,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,5:00 PM,5:01 PM,6:33 PM,On Time,1700,3,1,1,18
1216,1332,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Queen of New Westminster,6:00 PM,6:04 PM,7:33 PM,On Time,1800,1,1,4,16
1217,1333,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Spirit of Vancouver Island,7:00 PM,7:03 PM,8:33 PM,On Time,1900,4,4,3,15
1218,1334,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Celebration,8:00 PM,8:03 PM,9:37 PM,On Time,2000,2,1,3,14
1219,1335,2016-09-11,Swartz Bay to Tsawwassen,1 hour 35 minutes,Coastal Renaissance,9:00 PM,9:01 PM,10:31 PM,On Time,2100,5,2,1,14
1220,1336,2016-09-11,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,10:15 AM,10:19 AM,12:25 PM,On Time,1015,1,3,4,16
1221,1337,2016-09-11,Duke Point to Tsawwassen,2 hours,Queen of Alberni,12:45 PM,12:48 PM,2:45 PM,On Time,1245,1,3,3,17
1222,1338,2016-09-11,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,3:15 PM,3:30 PM,5:21 PM,Traffic delays,1515,1,3,15,20
1223,1339,2016-09-11,Duke Point to Tsawwassen,2 hours,Queen of Alberni,5:45 PM,5:52 PM,7:49 PM,Stalled vehicle on car deck,1745,4,1,7,18
1224,1340,2016-09-11,Duke Point to Tsawwassen,2 hours,Coastal Inspiration,8:15 PM,8:25 PM,10:15 PM,Traffic delays,2015,3,1,10,14
1225,1341,2016-09-11,Duke Point to Tsawwassen,2 hours,Queen of Alberni,10:45 PM,10:45 PM,ETA: 12:45 AM,On Time,2245,5,2,0,13
1226,1342,2016-09-11,Departure Bay to Horseshoe Bay,1 hour 40 minutes,Queen of Cowichan,6:20 AM,6:21 AM,8:05 AM,On Time,620,1,3,1,10
